organism	protein_cluster
1.037.O.	pvp1541
1.004.O.	pvp1541
1.068.O.	pvp1541
1.072.O.	pvp1541
1.066.O.	pvp1541
1.190.O.	pvp1541
1.056.O.	pvp1541
1.166.O.	pvp1541
1.159.O.	pvp1542
1.028.O.	pvp1542
2.159.A.	pvp1542
2.159.B.	pvp1542
1.156.O.	pvp1542
1.217.O.	pvp1542
1.219.O.	pvp1542
1.142.O.	pvp1542
1.159.O.	pvp1543
1.028.O.	pvp1543
2.159.A.	pvp1543
2.159.B.	pvp1543
1.156.O.	pvp1543
1.217.O.	pvp1543
1.219.O.	pvp1543
1.142.O.	pvp1543
1.159.O.	pvp1544
1.028.O.	pvp1544
2.159.A.	pvp1544
2.159.B.	pvp1544
1.156.O.	pvp1544
1.217.O.	pvp1544
1.219.O.	pvp1544
1.142.O.	pvp1544
1.159.O.	pvp1545
1.028.O.	pvp1545
2.159.A.	pvp1545
2.159.B.	pvp1545
1.156.O.	pvp1545
1.217.O.	pvp1545
1.219.O.	pvp1545
1.142.O.	pvp1545
1.159.O.	pvp1546
1.028.O.	pvp1546
2.159.B.	pvp1546
2.159.A.	pvp1546
1.156.O.	pvp1546
1.217.O.	pvp1546
1.219.O.	pvp1546
1.142.O.	pvp1546
1.159.O.	pvp1547
1.028.O.	pvp1547
2.159.A.	pvp1547
2.159.B.	pvp1547
1.156.O.	pvp1547
1.217.O.	pvp1547
1.219.O.	pvp1547
1.142.O.	pvp1547
1.284.A.	pvp1548
1.289.A.	pvp1548
1.291.O.	pvp1548
1.113.A.	pvp1548
1.060.A.	pvp1548
1.197.A.	pvp1548
1.047.O.	pvp1548
1.054.O.	pvp1548
1.284.A.	pvp1549
1.289.A.	pvp1549
1.291.O.	pvp1549
1.113.A.	pvp1549
1.047.O.	pvp1549
1.287.O.	pvp1549
1.197.A.	pvp1549
1.205.O.	pvp1549
1.284.A.	pvp1550
1.289.A.	pvp1550
1.287.O.	pvp1550
1.047.O.	pvp1550
1.113.A.	pvp1550
1.291.O.	pvp1550
1.060.A.	pvp1550
1.197.A.	pvp1550
1.284.A.	pvp1551
1.291.O.	pvp1551
1.197.A.	pvp1551
1.113.A.	pvp1551
1.060.A.	pvp1551
1.289.A.	pvp1551
1.287.O.	pvp1551
1.047.O.	pvp1551
1.284.A.	pvp1552
1.113.A.	pvp1552
1.289.A.	pvp1552
1.287.O.	pvp1552
1.016.O.	pvp1552
1.060.A.	pvp1552
1.029.O.	pvp1552
1.042.O.	pvp1552
1.284.A.	pvp1553
1.287.O.	pvp1553
1.289.A.	pvp1553
1.113.A.	pvp1553
1.291.O.	pvp1553
1.060.A.	pvp1553
1.047.O.	pvp1553
1.197.A.	pvp1553
1.284.A.	pvp1554
1.287.O.	pvp1554
1.289.A.	pvp1554
1.197.A.	pvp1554
1.291.O.	pvp1554
1.047.O.	pvp1554
1.060.A.	pvp1554
1.113.A.	pvp1554
1.284.A.	pvp1555
1.289.A.	pvp1555
1.287.O.	pvp1555
1.197.A.	pvp1555
1.047.O.	pvp1555
1.291.O.	pvp1555
1.113.A.	pvp1555
1.060.A.	pvp1555
1.284.A.	pvp1556
1.287.O.	pvp1556
1.289.A.	pvp1556
1.197.A.	pvp1556
1.291.O.	pvp1556
1.060.A.	pvp1556
1.047.O.	pvp1556
1.113.A.	pvp1556
1.284.A.	pvp1557
1.287.O.	pvp1557
1.289.A.	pvp1557
1.291.O.	pvp1557
1.197.A.	pvp1557
1.047.O.	pvp1557
1.113.A.	pvp1557
1.060.A.	pvp1557
1.284.A.	pvp1558
1.289.A.	pvp1558
1.287.O.	pvp1558
1.197.A.	pvp1558
1.291.O.	pvp1558
1.060.A.	pvp1558
1.047.O.	pvp1558
1.113.A.	pvp1558
1.284.A.	pvp1559
1.287.O.	pvp1559
1.289.A.	pvp1559
1.197.A.	pvp1559
1.047.O.	pvp1559
1.291.O.	pvp1559
1.060.A.	pvp1559
1.113.A.	pvp1559
1.284.A.	pvp1560
1.289.A.	pvp1560
1.287.O.	pvp1560
1.197.A.	pvp1560
1.060.A.	pvp1560
1.291.O.	pvp1560
1.113.A.	pvp1560
1.047.O.	pvp1560
1.284.A.	pvp1561
1.287.O.	pvp1561
1.289.A.	pvp1561
1.291.O.	pvp1561
1.197.A.	pvp1561
1.060.A.	pvp1561
1.113.A.	pvp1561
1.047.O.	pvp1561
1.284.A.	pvp1562
1.287.O.	pvp1562
1.289.A.	pvp1562
1.197.A.	pvp1562
1.291.O.	pvp1562
1.060.A.	pvp1562
1.047.O.	pvp1562
1.113.A.	pvp1562
1.284.A.	pvp1563
1.287.O.	pvp1563
1.289.A.	pvp1563
1.113.A.	pvp1563
1.047.O.	pvp1563
1.197.A.	pvp1563
1.291.O.	pvp1563
1.060.A.	pvp1563
1.284.A.	pvp1564
1.287.O.	pvp1564
1.289.A.	pvp1564
1.060.A.	pvp1564
1.291.O.	pvp1564
1.197.A.	pvp1564
1.047.O.	pvp1564
1.113.A.	pvp1564
1.284.A.	pvp1565
1.113.A.	pvp1565
1.287.O.	pvp1565
1.289.A.	pvp1565
1.291.O.	pvp1565
1.060.A.	pvp1565
1.197.A.	pvp1565
1.047.O.	pvp1565
1.284.A.	pvp1566
1.287.O.	pvp1566
1.289.A.	pvp1566
1.291.O.	pvp1566
1.060.A.	pvp1566
1.113.A.	pvp1566
1.197.A.	pvp1566
1.047.O.	pvp1566
1.284.A.	pvp1567
1.289.A.	pvp1567
1.047.O.	pvp1567
1.197.A.	pvp1567
1.287.O.	pvp1567
1.113.A.	pvp1567
1.291.O.	pvp1567
1.060.A.	pvp1567
1.284.A.	pvp1568
1.113.A.	pvp1568
1.197.A.	pvp1568
1.289.A.	pvp1568
1.287.O.	pvp1568
1.060.A.	pvp1568
1.291.O.	pvp1568
1.047.O.	pvp1568
1.063.O.	pvp1569
1.084.O.	pvp1569
1.187.O.	pvp1569
1.161.O.	pvp1569
1.170.O.	pvp1569
1.121.O.	pvp1569
1.101.O.	pvp1569
1.193.O.	pvp1569
1.247.B.	pvp1570
1.247.A.	pvp1570
1.198.A.	pvp1570
1.198.B.	pvp1570
1.090.B.	pvp1570
1.121.O.	pvp1570
1.112.O.	pvp1570
1.054.O.	pvp1570
1.063.O.	pvp1571
1.187.O.	pvp1571
1.084.O.	pvp1571
1.161.O.	pvp1571
1.121.O.	pvp1571
1.170.O.	pvp1571
1.101.O.	pvp1571
1.193.O.	pvp1571
1.063.O.	pvp1572
1.084.O.	pvp1572
1.187.O.	pvp1572
1.161.O.	pvp1572
1.170.O.	pvp1572
1.121.O.	pvp1572
1.101.O.	pvp1572
1.193.O.	pvp1572
1.063.O.	pvp1573
1.084.O.	pvp1573
1.187.O.	pvp1573
1.161.O.	pvp1573
1.121.O.	pvp1573
1.101.O.	pvp1573
1.170.O.	pvp1573
1.193.O.	pvp1573
1.063.O.	pvp1574
1.187.O.	pvp1574
1.084.O.	pvp1574
1.161.O.	pvp1574
1.101.O.	pvp1574
1.170.O.	pvp1574
1.121.O.	pvp1574
1.193.O.	pvp1574
1.127.O.	pvp1575
1.119.O.	pvp1575
1.143.O.	pvp1575
1.231.O.	pvp1575
1.137.O.	pvp1575
1.256.O.	pvp1575
1.248.O.	pvp1575
1.105.O.	pvp1575
1.127.O.	pvp1576
1.119.O.	pvp1576
1.143.O.	pvp1576
1.231.O.	pvp1576
1.216.O.	pvp1576
1.071.A.	pvp1576
1.137.O.	pvp1576
1.135.O.	pvp1576
1.063.O.	pvp1577
1.084.O.	pvp1577
1.187.O.	pvp1577
1.161.O.	pvp1577
1.121.O.	pvp1577
1.170.O.	pvp1577
1.101.O.	pvp1577
1.193.O.	pvp1577
1.127.O.	pvp1578
1.119.O.	pvp1578
1.143.O.	pvp1578
1.231.O.	pvp1578
1.137.O.	pvp1578
1.216.O.	pvp1578
1.213.O.	pvp1578
1.151.O.	pvp1578
1.127.O.	pvp1579
1.119.O.	pvp1579
1.143.O.	pvp1579
1.231.O.	pvp1579
1.137.O.	pvp1579
1.144.O.	pvp1579
1.198.A.	pvp1579
1.198.B.	pvp1579
1.116.O.	pvp1580
1.085.O.	pvp1580
1.134.O.	pvp1580
1.189.C.	pvp1580
1.189.B.	pvp1580
1.189.O.	pvp1580
1.172.O.	pvp1580
1.176.O.	pvp1580
1.216.O.	pvp1581
1.118.B.	pvp1581
1.118.A.	pvp1581
1.113.A.	pvp1581
1.285.O.	pvp1581
1.237.A.	pvp1581
1.237.B.	pvp1581
1.251.O.	pvp1581
1.097.O.	pvp1582
2.130.O.	pvp1582
1.187.O.	pvp1582
1.193.O.	pvp1582
1.026.O.	pvp1582
1.152.O.	pvp1582
1.025.O.	pvp1582
1.150.O.	pvp1582
1.097.O.	pvp1583
2.130.O.	pvp1583
1.187.O.	pvp1583
1.193.O.	pvp1583
1.026.O.	pvp1583
1.152.O.	pvp1583
1.025.O.	pvp1583
1.150.O.	pvp1583
1.149.O.	pvp1584
1.106.O.	pvp1584
1.265.O.	pvp1584
1.263.A.	pvp1584
1.247.A.	pvp1584
1.247.B.	pvp1584
1.278.O.	pvp1584
1.263.B.	pvp1584
1.093.O.	pvp1585
1.017.O.	pvp1585
1.094.O.	pvp1585
1.075.O.	pvp1585
1.021.A.	pvp1585
1.021.B.	pvp1585
1.021.C.	pvp1585
1.185.O.	pvp1585
1.016.O.	pvp1586
1.071.A.	pvp1586
1.036.O.	pvp1586
1.067.O.	pvp1586
1.039.O.	pvp1586
1.144.O.	pvp1586
1.042.O.	pvp1586
1.061.O.	pvp1586
1.198.B.	pvp1587
1.198.A.	pvp1587
2.095.A.	pvp1587
1.211.A.	pvp1587
1.211.B.	pvp1587
1.276.O.	pvp1587
2.095.B.	pvp1587
1.183.O.	pvp1587
1.198.B.	pvp1588
1.198.A.	pvp1588
1.122.A.	pvp1588
1.122.B.	pvp1588
1.039.O.	pvp1588
1.236.O.	pvp1588
1.054.O.	pvp1588
1.205.O.	pvp1588
1.151.O.	pvp1589
1.191.O.	pvp1589
1.201.B.	pvp1589
1.086.O.	pvp1589
1.246.O.	pvp1589
1.181.O.	pvp1589
1.225.O.	pvp1589
1.164.O.	pvp1589
1.124.O.	pvp1590
1.263.A.	pvp1590
1.286.O.	pvp1590
1.223.O.	pvp1590
1.081.O.	pvp1590
1.225.O.	pvp1590
1.121.O.	pvp1590
1.263.B.	pvp1590
1.132.O.	pvp1591
1.133.O.	pvp1591
1.168.O.	pvp1591
1.266.O.	pvp1591
1.226.O.	pvp1591
1.167.O.	pvp1591
1.131.O.	pvp1591
1.242.O.	pvp1591
1.276.O.	pvp1592
1.038.O.	pvp1592
1.247.A.	pvp1592
1.247.B.	pvp1592
1.214.O.	pvp1592
1.013.O.	pvp1592
2.095.B.	pvp1592
2.095.A.	pvp1592
1.161.O.	pvp1593
1.187.O.	pvp1593
1.121.O.	pvp1593
1.101.O.	pvp1593
1.084.O.	pvp1593
1.170.O.	pvp1593
1.063.O.	pvp1593
1.193.O.	pvp1593
1.161.O.	pvp1594
1.121.O.	pvp1594
1.188.A.	pvp1594
1.169.O.	pvp1594
1.188.B.	pvp1594
1.261.O.	pvp1594
1.224.A.	pvp1594
1.188.C.	pvp1594
1.122.B.	pvp1595
1.122.A.	pvp1595
1.247.A.	pvp1595
1.247.B.	pvp1595
1.076.O.	pvp1595
1.210.O.	pvp1595
1.013.O.	pvp1595
1.214.O.	pvp1595
1.122.B.	pvp1596
1.122.A.	pvp1596
1.247.A.	pvp1596
1.247.B.	pvp1596
1.076.O.	pvp1596
1.210.O.	pvp1596
1.013.O.	pvp1596
1.214.O.	pvp1596
1.122.B.	pvp1597
1.122.A.	pvp1597
1.247.A.	pvp1597
1.247.B.	pvp1597
1.210.O.	pvp1597
1.076.O.	pvp1597
1.013.O.	pvp1597
1.214.O.	pvp1597
1.122.B.	pvp1598
1.122.A.	pvp1598
1.247.A.	pvp1598
1.247.B.	pvp1598
1.076.O.	pvp1598
1.210.O.	pvp1598
1.013.O.	pvp1598
1.214.O.	pvp1598
1.122.B.	pvp1599
1.122.A.	pvp1599
1.247.A.	pvp1599
1.247.B.	pvp1599
1.076.O.	pvp1599
1.210.O.	pvp1599
1.013.O.	pvp1599
1.214.O.	pvp1599
1.122.B.	pvp1600
1.122.A.	pvp1600
1.247.A.	pvp1600
1.247.B.	pvp1600
1.076.O.	pvp1600
1.210.O.	pvp1600
1.013.O.	pvp1600
1.214.O.	pvp1600
1.122.B.	pvp1601
1.122.A.	pvp1601
1.184.A.	pvp1601
1.211.B.	pvp1601
1.211.A.	pvp1601
1.275.O.	pvp1601
1.183.O.	pvp1601
1.013.O.	pvp1601
1.122.B.	pvp1602
1.122.A.	pvp1602
1.247.A.	pvp1602
1.247.B.	pvp1602
1.076.O.	pvp1602
1.210.O.	pvp1602
1.013.O.	pvp1602
1.214.O.	pvp1602
1.169.O.	pvp1603
1.224.A.	pvp1603
1.188.B.	pvp1603
1.188.A.	pvp1603
1.238.B.	pvp1603
1.238.A.	pvp1603
1.245.O.	pvp1603
1.188.C.	pvp1603
1.169.O.	pvp1604
1.224.A.	pvp1604
1.188.A.	pvp1604
1.188.B.	pvp1604
1.261.O.	pvp1604
1.101.O.	pvp1604
1.193.O.	pvp1604
1.188.C.	pvp1604
1.083.O.	pvp1605
1.211.B.	pvp1605
1.055.O.	pvp1605
1.049.O.	pvp1605
1.050.O.	pvp1605
2.096.O.	pvp1605
1.184.A.	pvp1605
1.211.A.	pvp1605
1.101.O.	pvp1606
2.275.O.	pvp1606
2.130.O.	pvp1606
1.170.O.	pvp1606
1.026.O.	pvp1606
1.025.O.	pvp1606
1.150.O.	pvp1606
1.152.O.	pvp1606
1.070.O.	pvp1607
1.077.O.	pvp1607
1.209.O.	pvp1607
1.139.A.	pvp1607
1.034.X.	pvp1607
1.034.O.	pvp1607
1.139.B.	pvp1607
1.015.O.	pvp1607
1.101.O.	pvp1608
2.275.O.	pvp1608
2.130.O.	pvp1608
1.170.O.	pvp1608
1.026.O.	pvp1608
1.152.O.	pvp1608
1.025.O.	pvp1608
1.150.O.	pvp1608
1.070.O.	pvp1609
1.077.O.	pvp1609
1.209.O.	pvp1609
1.139.A.	pvp1609
1.034.X.	pvp1609
1.139.B.	pvp1609
1.034.O.	pvp1609
1.015.O.	pvp1609
1.238.A.	pvp1610
1.245.O.	pvp1610
1.238.B.	pvp1610
1.259.O.	pvp1610
1.055.O.	pvp1610
1.083.O.	pvp1610
2.096.O.	pvp1610
1.155.O.	pvp1610
1.104.O.	pvp1611
1.285.O.	pvp1611
1.089.O.	pvp1611
1.237.B.	pvp1611
1.098.O.	pvp1611
1.160.O.	pvp1611
1.237.A.	pvp1611
1.012.O.	pvp1611
1.265.O.	pvp1612
1.151.O.	pvp1612
1.189.C.	pvp1612
1.189.B.	pvp1612
1.189.O.	pvp1612
1.236.O.	pvp1612
1.135.O.	pvp1612
1.177.O.	pvp1612
1.089.O.	pvp1613
1.118.A.	pvp1613
1.118.B.	pvp1613
1.237.B.	pvp1613
1.098.O.	pvp1613
1.160.O.	pvp1613
1.237.A.	pvp1613
1.012.O.	pvp1613
1.233.B.	pvp1614
1.233.A.	pvp1614
1.199.B.	pvp1614
1.286.O.	pvp1614
1.199.A.	pvp1614
1.239.O.	pvp1614
1.116.O.	pvp1614
1.172.O.	pvp1614
1.263.A.	pvp1615
1.186.O.	pvp1615
1.105.O.	pvp1615
1.199.B.	pvp1615
1.256.O.	pvp1615
1.243.O.	pvp1615
1.199.A.	pvp1615
1.263.B.	pvp1615
1.121.O.	pvp1616
1.187.O.	pvp1616
1.139.A.	pvp1616
1.034.O.	pvp1616
1.209.O.	pvp1616
1.034.X.	pvp1616
1.139.B.	pvp1616
1.015.O.	pvp1616
1.209.O.	pvp1617
1.139.A.	pvp1617
1.070.O.	pvp1617
1.034.X.	pvp1617
1.034.O.	pvp1617
1.139.B.	pvp1617
1.077.O.	pvp1617
1.015.O.	pvp1617
1.209.O.	pvp1618
1.139.A.	pvp1618
1.070.O.	pvp1618
1.034.X.	pvp1618
1.034.O.	pvp1618
1.139.B.	pvp1618
1.077.O.	pvp1618
1.015.O.	pvp1618
1.209.O.	pvp1619
1.139.A.	pvp1619
1.070.O.	pvp1619
1.034.X.	pvp1619
1.034.O.	pvp1619
1.139.B.	pvp1619
1.077.O.	pvp1619
1.015.O.	pvp1619
1.209.O.	pvp1620
1.139.A.	pvp1620
1.070.O.	pvp1620
1.034.X.	pvp1620
1.034.O.	pvp1620
1.139.B.	pvp1620
1.077.O.	pvp1620
1.015.O.	pvp1620
1.209.O.	pvp1621
1.139.A.	pvp1621
1.070.O.	pvp1621
1.034.X.	pvp1621
1.034.O.	pvp1621
1.139.B.	pvp1621
1.077.O.	pvp1621
1.015.O.	pvp1621
1.209.O.	pvp1622
1.139.A.	pvp1622
1.070.O.	pvp1622
1.034.X.	pvp1622
1.034.O.	pvp1622
1.139.B.	pvp1622
1.077.O.	pvp1622
1.015.O.	pvp1622
1.209.O.	pvp1623
1.139.A.	pvp1623
1.070.O.	pvp1623
1.034.X.	pvp1623
1.034.O.	pvp1623
1.139.B.	pvp1623
1.077.O.	pvp1623
1.015.O.	pvp1623
1.209.O.	pvp1624
1.139.A.	pvp1624
1.070.O.	pvp1624
1.034.X.	pvp1624
1.034.O.	pvp1624
1.139.B.	pvp1624
1.077.O.	pvp1624
1.015.O.	pvp1624
1.209.O.	pvp1625
1.139.A.	pvp1625
1.070.O.	pvp1625
1.034.X.	pvp1625
1.034.O.	pvp1625
1.139.B.	pvp1625
1.077.O.	pvp1625
1.015.O.	pvp1625
1.209.O.	pvp1626
1.139.A.	pvp1626
1.070.O.	pvp1626
1.034.X.	pvp1626
1.139.B.	pvp1626
1.034.O.	pvp1626
1.077.O.	pvp1626
1.015.O.	pvp1626
1.209.O.	pvp1627
1.139.A.	pvp1627
1.070.O.	pvp1627
1.034.X.	pvp1627
1.034.O.	pvp1627
1.139.B.	pvp1627
1.077.O.	pvp1627
1.015.O.	pvp1627
2.044.O.	pvp1628
1.072.O.	pvp1628
1.066.O.	pvp1628
1.037.O.	pvp1628
1.004.O.	pvp1628
1.068.O.	pvp1628
1.056.O.	pvp1628
2.044.O.	pvp1629
1.072.O.	pvp1629
1.066.O.	pvp1629
1.037.O.	pvp1629
1.004.O.	pvp1629
1.068.O.	pvp1629
1.056.O.	pvp1629
2.044.O.	pvp1630
1.072.O.	pvp1630
1.066.O.	pvp1630
1.037.O.	pvp1630
1.068.O.	pvp1630
1.004.O.	pvp1630
1.056.O.	pvp1630
2.044.O.	pvp1631
1.072.O.	pvp1631
1.066.O.	pvp1631
1.037.O.	pvp1631
1.004.O.	pvp1631
1.068.O.	pvp1631
1.056.O.	pvp1631
2.044.O.	pvp1632
1.072.O.	pvp1632
1.066.O.	pvp1632
1.037.O.	pvp1632
1.004.O.	pvp1632
1.068.O.	pvp1632
1.056.O.	pvp1632
2.044.O.	pvp1633
1.072.O.	pvp1633
1.066.O.	pvp1633
1.037.O.	pvp1633
1.004.O.	pvp1633
1.068.O.	pvp1633
1.056.O.	pvp1633
2.044.O.	pvp1634
1.072.O.	pvp1634
1.066.O.	pvp1634
1.037.O.	pvp1634
1.004.O.	pvp1634
1.068.O.	pvp1634
1.056.O.	pvp1634
2.044.O.	pvp1635
1.072.O.	pvp1635
1.066.O.	pvp1635
1.037.O.	pvp1635
1.004.O.	pvp1635
1.068.O.	pvp1635
1.056.O.	pvp1635
2.044.O.	pvp1636
1.072.O.	pvp1636
1.066.O.	pvp1636
1.037.O.	pvp1636
1.004.O.	pvp1636
1.068.O.	pvp1636
1.056.O.	pvp1636
2.044.O.	pvp1637
1.072.O.	pvp1637
1.066.O.	pvp1637
1.037.O.	pvp1637
1.004.O.	pvp1637
1.068.O.	pvp1637
1.056.O.	pvp1637
2.044.O.	pvp1638
1.072.O.	pvp1638
1.066.O.	pvp1638
1.037.O.	pvp1638
1.004.O.	pvp1638
1.068.O.	pvp1638
1.056.O.	pvp1638
2.044.O.	pvp1639
1.072.O.	pvp1639
1.066.O.	pvp1639
1.037.O.	pvp1639
1.004.O.	pvp1639
1.068.O.	pvp1639
1.056.O.	pvp1639
2.044.O.	pvp1640
1.072.O.	pvp1640
1.066.O.	pvp1640
1.037.O.	pvp1640
1.004.O.	pvp1640
1.068.O.	pvp1640
1.056.O.	pvp1640
2.044.O.	pvp1641
1.072.O.	pvp1641
1.066.O.	pvp1641
1.037.O.	pvp1641
1.004.O.	pvp1641
1.068.O.	pvp1641
1.056.O.	pvp1641
2.044.O.	pvp1642
1.072.O.	pvp1642
1.066.O.	pvp1642
1.037.O.	pvp1642
1.004.O.	pvp1642
1.068.O.	pvp1642
1.056.O.	pvp1642
2.044.O.	pvp1643
1.072.O.	pvp1643
1.066.O.	pvp1643
1.037.O.	pvp1643
1.004.O.	pvp1643
1.068.O.	pvp1643
1.056.O.	pvp1643
2.044.O.	pvp1644
1.072.O.	pvp1644
1.066.O.	pvp1644
1.037.O.	pvp1644
1.004.O.	pvp1644
1.068.O.	pvp1644
1.056.O.	pvp1644
2.044.O.	pvp1645
1.066.O.	pvp1645
1.072.O.	pvp1645
1.037.O.	pvp1645
1.068.O.	pvp1645
1.004.O.	pvp1645
1.056.O.	pvp1645
2.044.O.	pvp1646
1.072.O.	pvp1646
1.066.O.	pvp1646
1.037.O.	pvp1646
1.004.O.	pvp1646
1.068.O.	pvp1646
1.056.O.	pvp1646
2.044.O.	pvp1647
1.072.O.	pvp1647
1.066.O.	pvp1647
1.037.O.	pvp1647
1.004.O.	pvp1647
1.068.O.	pvp1647
1.056.O.	pvp1647
2.044.O.	pvp1648
1.072.O.	pvp1648
1.066.O.	pvp1648
1.037.O.	pvp1648
1.004.O.	pvp1648
1.068.O.	pvp1648
1.056.O.	pvp1648
2.044.O.	pvp1649
1.072.O.	pvp1649
1.066.O.	pvp1649
1.037.O.	pvp1649
1.004.O.	pvp1649
1.068.O.	pvp1649
1.056.O.	pvp1649
2.044.O.	pvp1650
1.072.O.	pvp1650
1.066.O.	pvp1650
1.037.O.	pvp1650
1.004.O.	pvp1650
1.068.O.	pvp1650
1.056.O.	pvp1650
2.044.O.	pvp1651
1.072.O.	pvp1651
1.066.O.	pvp1651
1.037.O.	pvp1651
1.068.O.	pvp1651
1.004.O.	pvp1651
1.056.O.	pvp1651
2.044.O.	pvp1652
1.072.O.	pvp1652
1.066.O.	pvp1652
1.037.O.	pvp1652
1.004.O.	pvp1652
1.068.O.	pvp1652
1.056.O.	pvp1652
2.044.O.	pvp1653
1.072.O.	pvp1653
1.066.O.	pvp1653
1.037.O.	pvp1653
1.004.O.	pvp1653
1.068.O.	pvp1653
1.056.O.	pvp1653
1.003.O.	pvp1654
1.036.O.	pvp1654
1.079.O.	pvp1654
1.090.B.	pvp1654
1.039.O.	pvp1654
1.091.O.	pvp1654
12G01.O.	pvp1654
1.003.O.	pvp1655
1.181.O.	pvp1655
1.039.O.	pvp1655
1.137.O.	pvp1655
1.154.O.	pvp1655
1.214.O.	pvp1655
1.164.O.	pvp1655
1.003.O.	pvp1656
1.038.O.	pvp1656
1.039.O.	pvp1656
1.067.O.	pvp1656
1.265.O.	pvp1656
1.042.O.	pvp1656
1.061.O.	pvp1656
1.003.O.	pvp1657
1.090.B.	pvp1657
1.079.O.	pvp1657
1.039.O.	pvp1657
1.016.O.	pvp1657
1.071.A.	pvp1657
1.061.O.	pvp1657
1.175.O.	pvp1658
1.246.O.	pvp1658
1.174.O.	pvp1658
1.181.O.	pvp1658
1.191.O.	pvp1658
1.124.O.	pvp1658
1.158.O.	pvp1658
1.175.O.	pvp1659
1.087.A.	pvp1659
1.174.O.	pvp1659
1.158.O.	pvp1659
1.100.O.	pvp1659
1.181.O.	pvp1659
1.067.O.	pvp1659
1.037.O.	pvp1660
1.004.O.	pvp1660
1.068.O.	pvp1660
1.072.O.	pvp1660
1.066.O.	pvp1660
1.056.O.	pvp1660
1.155.O.	pvp1660
1.251.O.	pvp1661
1.171.O.	pvp1661
1.285.O.	pvp1661
1.104.O.	pvp1661
1.033.O.	pvp1661
1.023.O.	pvp1661
1.103.O.	pvp1661
1.174.O.	pvp1662
1.191.O.	pvp1662
1.181.O.	pvp1662
1.158.O.	pvp1662
1.175.O.	pvp1662
1.223.O.	pvp1662
1.174.O.	pvp1663
1.201.B.	pvp1663
1.191.O.	pvp1663
1.158.O.	pvp1663
1.175.O.	pvp1663
1.086.O.	pvp1663
1.054.O.	pvp1663
1.174.O.	pvp1664
1.291.O.	pvp1664
1.198.A.	pvp1664
1.198.B.	pvp1664
1.213.O.	pvp1664
1.273.O.	pvp1664
1.210.O.	pvp1664
1.159.O.	pvp1665
1.028.O.	pvp1665
2.159.B.	pvp1665
2.159.A.	pvp1665
1.156.O.	pvp1665
1.219.O.	pvp1665
1.142.O.	pvp1665
1.159.O.	pvp1666
1.028.O.	pvp1666
2.159.B.	pvp1666
2.159.A.	pvp1666
1.156.O.	pvp1666
1.219.O.	pvp1666
1.142.O.	pvp1666
1.159.O.	pvp1667
1.028.O.	pvp1667
2.159.B.	pvp1667
2.159.A.	pvp1667
1.156.O.	pvp1667
1.219.O.	pvp1667
1.142.O.	pvp1667
1.159.O.	pvp1668
1.028.O.	pvp1668
2.159.B.	pvp1668
2.159.A.	pvp1668
1.156.O.	pvp1668
1.219.O.	pvp1668
1.142.O.	pvp1668
1.284.A.	pvp1669
1.047.O.	pvp1669
1.289.A.	pvp1669
1.287.O.	pvp1669
1.060.A.	pvp1669
1.113.A.	pvp1669
1.291.O.	pvp1669
1.091.O.	pvp1670
1.042.O.	pvp1670
1.036.O.	pvp1670
1.276.O.	pvp1670
2.275.O.	pvp1670
1.067.O.	pvp1670
1.090.B.	pvp1670
1.008.O.	pvp1671
1.040.O.	pvp1671
1.069.O.	pvp1671
1.062.O.	pvp1671
2.092.O.	pvp1671
1.011.O.	pvp1671
1.125.O.	pvp1671
1.147.O.	pvp1672
1.162.O.	pvp1672
1.082.O.	pvp1672
1.038.O.	pvp1672
2.095.A.	pvp1672
2.095.B.	pvp1672
1.052.A.	pvp1672
1.063.O.	pvp1673
1.187.O.	pvp1673
1.161.O.	pvp1673
1.121.O.	pvp1673
1.170.O.	pvp1673
1.084.O.	pvp1673
1.193.O.	pvp1673
1.063.O.	pvp1674
1.187.O.	pvp1674
1.161.O.	pvp1674
1.121.O.	pvp1674
1.101.O.	pvp1674
1.170.O.	pvp1674
1.193.O.	pvp1674
1.063.O.	pvp1675
1.187.O.	pvp1675
1.161.O.	pvp1675
1.170.O.	pvp1675
1.121.O.	pvp1675
1.101.O.	pvp1675
1.193.O.	pvp1675
1.063.O.	pvp1676
1.187.O.	pvp1676
1.161.O.	pvp1676
1.170.O.	pvp1676
1.121.O.	pvp1676
1.101.O.	pvp1676
1.193.O.	pvp1676
1.063.O.	pvp1677
1.187.O.	pvp1677
1.161.O.	pvp1677
1.121.O.	pvp1677
1.101.O.	pvp1677
1.170.O.	pvp1677
1.193.O.	pvp1677
1.063.O.	pvp1678
1.187.O.	pvp1678
1.161.O.	pvp1678
1.170.O.	pvp1678
1.121.O.	pvp1678
1.101.O.	pvp1678
1.193.O.	pvp1678
1.063.O.	pvp1679
1.187.O.	pvp1679
1.161.O.	pvp1679
1.101.O.	pvp1679
1.121.O.	pvp1679
1.170.O.	pvp1679
1.193.O.	pvp1679
1.063.O.	pvp1680
1.187.O.	pvp1680
1.161.O.	pvp1680
1.170.O.	pvp1680
1.121.O.	pvp1680
1.101.O.	pvp1680
1.193.O.	pvp1680
1.063.O.	pvp1681
1.187.O.	pvp1681
1.161.O.	pvp1681
1.121.O.	pvp1681
1.170.O.	pvp1681
1.101.O.	pvp1681
1.193.O.	pvp1681
1.063.O.	pvp1682
1.187.O.	pvp1682
1.161.O.	pvp1682
